#,Player,Lastname,FirstName,Team,Pos,Avg. Pick,Min. Pick,Max. Pick,# Drafts Selected In,Season
2141,"Gould, Robbie CHI PK","Gould,",Robbie,CHI,PK,199.65,64,1488,1309,2015
2142,"McCoy, Gerald TBB DT","McCoy,",Gerald,TBB,DT,200.02,7,837,469,2015
2143,"Langford, Jeremy CHI RB","Langford,",Jeremy,CHI,RB,200.45,14,914,1631,2015
2144,"Lofton, Curtis OAK LB","Lofton,",Curtis,OAK,LB,200.53,57,998,424,2015
2145,"Johnson, Derrick KCC LB","Johnson,",Derrick,KCC,LB,200.84,49,782,493,2015
2146,"Johnson, Chris ARI RB*","Johnson,",Chris,ARI,RB*,200.94,6,1342,1768,2015
2147,"Lee, Marqise JAC WR","Lee,",Marqise,JAC,WR,201.02,77,911,1179,2015
2148,"Church, Barry DAL S","Church,",Barry,DAL,S,201.17,74,856,530,2015
2149,"Chancellor, Kam SEA S","Chancellor,",Kam,SEA,S,201.39,20,742,524,2015
2150,"Herron, Dan IND RB","Herron,",Dan,IND,RB,201.47,56,1113,2194,2015
2151,"Robinson, Josh FA RB","Robinson,",Josh,FA,RB,202.77,77,919,1413,2015
2152,"Dawson, Phil SFO PK","Dawson,",Phil,SFO,PK,203.12,6,1377,1594,2015
2153,"Giants, NewYork NYG Def","Giants,",NewYork,NYG,Def,203.26,28,731,783,2015
2154,"Hartley, Garrett FA* PK","Hartley,",Garrett,FA*,PK,203.38,74,1893,793,2015
2155,"Floyd, Malcom SDC WR","Floyd,",Malcom,SDC,WR,205.23,31,1098,1911,2015
2156,"Mathieu, Tyrann ARI S*","Mathieu,",Tyrann,ARI,S*,205.35,66,801,544,2015
2157,"Collins, Landon NYG S","Collins,",Landon,NYG,S,205.8,69,1005,481,2015
2158,"McCourty, Jason TEN CB*","McCourty,",Jason,TEN,CB*,206.08,31,802,479,2015
2159,"Robinson, Khiry NOS RB*","Robinson,",Khiry,NOS,RB*,206.28,46,1297,1917,2015
2160,"Coates, Sammie PIT WR","Coates,",Sammie,PIT,WR,207.12,54,933,1074,2015
2161,"Novak, Nick HOU PK","Novak,",Nick,HOU,PK,207.21,78,1431,1598,2015
2162,"Buccaneers, TampaBay TBB Def","Buccaneers,",TampaBay,TBB,Def,207.39,36,695,761,2015
2163,"Catanzaro, Chandler ARI PK","Catanzaro,",Chandler,ARI,PK,207.7,43,1277,2009,2015
2164,"Austin, Tavon STL WR","Austin,",Tavon,STL,WR,208.25,29,777,1609,2015
2165,"Jordan, Cameron NOS DE","Jordan,",Cameron,NOS,DE,208.35,67,860,474,2015
2166,"Dareus, Marcell BUF DT","Dareus,",Marcell,BUF,DT,208.4,40,636,417,2015
2167,"Conley, Chris KCC WR","Conley,",Chris,KCC,WR,208.4,43,936,1137,2015
2168,"Sanu, Mohamed CIN WR","Sanu,",Mohamed,CIN,WR,208.41,24,960,1669,2015
2169,"Zuerlein, Greg STL PK","Zuerlein,",Greg,STL,PK,208.72,1,1434,1741,2015
2170,"Amaro, Jace NYJ TE*","Amaro,",Jace,NYJ,TE*,208.75,88,835,1062,2015
2171,"Beasley, Cole DAL WR","Beasley,",Cole,DAL,WR,209.13,34,830,1775,2015
2172,"Brown, Josh NYG PK","Brown,",Josh,NYG,PK,209.82,30,1456,1262,2015
2173,"Amendola, Danny NEP WR","Amendola,",Danny,NEP,WR,210.75,9,1203,1752,2015
2174,"Shorts, Cecil HOU WR","Shorts,",Cecil,HOU,WR,210.98,41,913,1929,2015
2175,"White, James NEP RB","White,",James,NEP,RB,211.04,40,953,1581,2015
2176,"Watson, Ben NOS TE","Watson,",Ben,NOS,TE,211.53,12,1435,966,2015
2177,"Cousins, Kirk WAS QB","Cousins,",Kirk,WAS,QB,212.11,28,1077,1029,2015
2178,"Smith, Devin NYJ WR*","Smith,",Devin,NYJ,WR*,212.45,79,1023,912,2015
2179,"Dansby, Karlos CLE LB","Dansby,",Karlos,CLE,LB,212.56,67,864,458,2015
2180,"Falcons, Atlanta ATL Def","Falcons,",Atlanta,ATL,Def,212.59,31,794,484,2015
2181,"Hughes, Jerry BUF DE","Hughes,",Jerry,BUF,DE,213.67,62,854,453,2015
2182,"Bears, Chicago CHI Def","Bears,",Chicago,CHI,Def,215.11,32,506,509,2015
2183,"Folk, Nick NYJ PK*","Folk,",Nick,NYJ,PK*,216.23,15,1368,947,2015
2184,"Jaguars, Jacksonville JAC Def","Jaguars,",Jacksonville,JAC,Def,216.82,40,672,462,2015
2185,"Sturgis, Caleb PHI PK","Sturgis,",Caleb,PHI,PK,217.04,65,1328,1074,2015
2186,"Chargers, SanDiego SDC Def","Chargers,",SanDiego,SDC,Def,217.12,49,857,486,2015
2187,"Fitzpatrick, Ryan NYJ QB","Fitzpatrick,",Ryan,NYJ,QB,217.18,8,1344,959,2015
2188,"Hopkins, Dustin WAS PK","Hopkins,",Dustin,WAS,PK,217.28,68,1493,620,2015
2189,"Oliver, Branden SDC RB*","Oliver,",Branden,SDC,RB*,217.35,36,1292,1501,2015
2190,"Davis, Mike SFO RB*","Davis,",Mike,SFO,RB*,218,71,928,888,2015
2191,"Hardy, Justin ATL WR","Hardy,",Justin,ATL,WR,218.22,67,978,1069,2015
2192,"Bullock, Randy NYJ PK","Bullock,",Randy,NYJ,PK,218.67,50,1352,1196,2015
2193,"Cook, Jared STL TE","Cook,",Jared,STL,TE,218.72,12,866,1420,2015
2194,"Riddick, Theo DET RB","Riddick,",Theo,DET,RB,219.09,50,1432,1244,2015
2195,"Saints, NewOrleans NOS Def","Saints,",NewOrleans,NOS,Def,219.22,45,722,394,2015
2196,"Taliaferro, Lorenzo BAL RB*","Taliaferro,",Lorenzo,BAL,RB*,220.5,44,1082,1484,2015
2197,"Diggs, Stefon MIN WR","Diggs,",Stefon,MIN,WR,221.59,9,1014,757,2015
2198,"Hunter, Justin TEN WR*","Hunter,",Justin,TEN,WR*,223.27,34,940,874,2015
2199,"Huff, Josh PHI WR","Huff,",Josh,PHI,WR,226.31,25,1036,1084,2015
2200,"Hankerson, Leonard NEP WR","Hankerson,",Leonard,NEP,WR,226.33,72,1074,1003,2015
2201,"Casey, Jurrell TEN DE","Casey,",Jurrell,TEN,DE,226.44,87,536,361,2015
2202,"Williams, Karlos BUF RB","Williams,",Karlos,BUF,RB,226.55,32,1314,1087,2015
2203,"Ridley, Stevan NYJ RB","Ridley,",Stevan,NYJ,RB,226.75,94,1066,1091,2015
2204,"Gano, Graham CAR PK","Gano,",Graham,CAR,PK,227.6,39,1349,751,2015
2205,"Walford, Clive OAK TE","Walford,",Clive,OAK,TE,227.62,47,923,949,2015
2206,"Clowney, Jadeveon HOU LB","Clowney,",Jadeveon,HOU,LB,227.89,36,800,372,2015
2207,"Vernon, Olivier MIA DE","Vernon,",Olivier,MIA,DE,228.98,90,941,380,2015
2208,"Green, Virgil DEN TE","Green,",Virgil,DEN,TE,230.65,23,861,1225,2015
2209,"Nugent, Mike CIN PK","Nugent,",Mike,CIN,PK,230.67,66,1425,494,2015
2210,"Hoyer, Brian HOU QB","Hoyer,",Brian,HOU,QB,231.53,25,1197,811,2015
2211,"Dunbar, Lance DAL RB*","Dunbar,",Lance,DAL,RB*,231.93,65,1117,1202,2015
2212,"Bethea, Antoine SFO S*","Bethea,",Antoine,SFO,S*,232.97,77,794,481,2015
2213,"Polk, Chris HOU RB","Polk,",Chris,HOU,RB,234.44,75,1259,1056,2015
2214,"Blackmon, Justin JAC WR","Blackmon,",Justin,JAC,WR,234.73,53,1419,587,2015
2215,"Garoppolo, Jimmy NEP QB","Garoppolo,",Jimmy,NEP,QB,234.96,68,953,886,2015
2216,"Smith, Geno NYJ QB","Smith,",Geno,NYJ,QB,235.15,64,1282,656,2015
2217,"Suisham, Shaun PIT PK*","Suisham,",Shaun,PIT,PK*,235.29,60,1888,662,2015
2218,"Rice, Ray FA* RB","Rice,",Ray,FA*,RB,236.31,54,1358,1097,2015
2219,"Zenner, Zach DET RB*","Zenner,",Zach,DET,RB*,237.03,4,1323,855,2015
2220,"Wilson, Marquess CHI WR*","Wilson,",Marquess,CHI,WR*,237.34,64,974,875,2015
2221,"Manziel, Johnny CLE QB","Manziel,",Johnny,CLE,QB,237.66,8,1070,973,2015
2222,"Bailey, Stedman STL WR*","Bailey,",Stedman,STL,WR*,239.12,58,929,883,2015
2223,"Atkins, Geno CIN DT","Atkins,",Geno,CIN,DT,241.64,42,799,362,2015
2224,"Sanchez, Mark PHI QB","Sanchez,",Mark,PHI,QB,241.85,1,1312,821,2015
2225,"Woods, Robert BUF WR*","Woods,",Robert,BUF,WR*,241.96,65,948,920,2015
2226,"Smelter, DeAndre SFO WR*","Smelter,",DeAndre,SFO,WR*,243.46,71,1178,578,2015
2227,"Asiata, Matt MIN RB","Asiata,",Matt,MIN,RB,243.58,40,1405,763,2015
2228,"Turbin, Robert DAL RB","Turbin,",Robert,DAL,RB,243.72,67,1311,945,2015
2229,"Bell, Kenny TBB WR*","Bell,",Kenny,TBB,WR*,245.06,80,1036,629,2015
2230,"Williams, Damien MIA RB","Williams,",Damien,MIA,RB,245.14,40,1261,812,2015
2231,"Richardson, Trent FA* RB","Richardson,",Trent,FA*,RB,245.93,11,1166,706,2015
2232,"Rivera, Mychal OAK TE","Rivera,",Mychal,OAK,TE,248.36,50,1030,923,2015
2233,"Osweiler, Brock DEN QB","Osweiler,",Brock,DEN,QB,248.98,47,979,658,2015
2234,"Woodson, Charles OAK S","Woodson,",Charles,OAK,S,249.51,96,961,463,2015
2235,"Griffin, Michael TEN S","Griffin,",Michael,TEN,S,249.51,68,924,366,2015
2236,"Chandler, Scott NEP TE","Chandler,",Scott,NEP,TE,249.81,15,1274,727,2015
2237,"Toon, Nick STL WR","Toon,",Nick,STL,WR,249.82,84,1157,742,2015
2238,"Jennings, Greg MIA WR","Jennings,",Greg,MIA,WR,253.04,20,1088,874,2015
2239,"Aiken, Kamar BAL WR","Aiken,",Kamar,BAL,WR,254.94,31,1054,718,2015
2240,"Hartline, Brian CLE WR*","Hartline,",Brian,CLE,WR*,256.13,68,1036,726,2015
2241,"McBride, Tre TEN WR","McBride,",Tre,TEN,WR,256.29,67,1362,456,2015
2242,"Hayne, Jarryd FA RB","Hayne,",Jarryd,FA,RB,256.98,10,1424,360,2015
2243,"McCown, Josh CLE QB*","McCown,",Josh,CLE,QB*,257,95,1379,459,2015
2244,"Brown, Corey CAR WR","Brown,",Corey,CAR,WR,258.02,59,1361,551,2015
2245,"Carter, Duron FA WR","Carter,",Duron,FA,WR,259.5,40,1306,551,2015
2246,"Bolden, Brandon NEP RB","Bolden,",Brandon,NEP,RB,260.71,27,1405,375,2015
2247,"Carey, Ka'Deem CHI RB","Carey,",Ka'Deem,CHI,RB,260.79,80,1122,562,2015
2248,"Rawls, Thomas SEA RB*","Rawls,",Thomas,SEA,RB*,265.23,10,974,517,2015
2249,"Greene, Rashad JAC WR","Greene,",Rashad,JAC,WR,267.75,101,1367,536,2015
2250,"Dobson, Aaron NEP WR*","Dobson,",Aaron,NEP,WR*,268.26,87,1039,598,2015
2251,"Ihedigbo, James DET S","Ihedigbo,",James,DET,S,268.81,86,929,371,2015
2252,"Hawkins, Andrew CLE WR*","Hawkins,",Andrew,CLE,WR*,269.51,65,1037,647,2015
2253,"Stacy, Zac NYJ RB*","Stacy,",Zac,NYJ,RB*,269.51,44,1276,580,2015
2254,"Mallett, Ryan BAL QB","Mallett,",Ryan,BAL,QB,270.58,81,1291,448,2015
2255,"Kearse, Jermaine SEA WR","Kearse,",Jermaine,SEA,WR,271.81,47,1269,495,2015
2256,"Waller, Darren BAL WR*","Waller,",Darren,BAL,WR*,271.84,116,1312,405,2015
2257,"Matthews, Chris BAL WR","Matthews,",Chris,BAL,WR,272.89,17,1178,593,2015
2258,"Rolle, Antrel CHI S*","Rolle,",Antrel,CHI,S*,273.36,73,999,379,2015
2259,"Wilson, Albert KCC WR","Wilson,",Albert,KCC,WR,274.06,55,1045,536,2015
2260,"Gillmore, Crockett BAL TE*","Gillmore,",Crockett,BAL,TE*,274.48,89,1109,449,2015
2261,"Tamme, Jacob ATL TE","Tamme,",Jacob,ATL,TE,275.59,52,1173,577,2015
2262,"James, Jesse PIT TE","James,",Jesse,PIT,TE,278.95,31,1654,450,2015
2263,"Escobar, Gavin DAL TE*","Escobar,",Gavin,DAL,TE*,279.8,66,1335,509,2015
2264,"Douglas, Harry TEN WR","Douglas,",Harry,TEN,WR,284.73,18,1225,476,2015
2265,"Paul, Niles WAS TE*","Paul,",Niles,WAS,TE*,284.78,43,1402,430,2015
2266,"Housler, Robert CHI TE","Housler,",Robert,CHI,TE,285.33,92,1689,402,2015
2267,"Cunningham, Benny STL RB","Cunningham,",Benny,STL,RB,286.38,38,1441,397,2015
2268,"Cadet, Travaris FA RB","Cadet,",Travaris,FA,RB,287.38,93,1510,449,2015
2269,"Brown, Marlon BAL WR","Brown,",Marlon,BAL,WR,287.38,99,1467,451,2015
2270,"Cooper, Riley PHI WR","Cooper,",Riley,PHI,WR,287.76,25,1197,407,2015
2271,"Petty, Bryce NYJ QB","Petty,",Bryce,NYJ,QB,298.85,65,1409,401,2015
2272,"Wright, Jarius MIN WR","Wright,",Jarius,MIN,WR,306.52,51,1215,360,2015
